"title_vec"	"p_value"	"TransmissionRate"	"adj_p_value"	"p_value_sq"	"adj_p_value_sq"	"TotalKernelFull"	"TotalKernelEnds"
"Y70-1x1_inference.xml"	0.215122382333935	0.475409836065574	0.989972281273887	0.456395942281068	0.978941552889941	488	447
"A223-5x102_inference.xml"	0.215146670958278	0.524361948955916	0.989972281273887	0.375618154377638	0.967389420544696	431	391
"A90-2x102.xml"	0.217114705925203	0.563636363636364	0.989972281273887	0.382075962694828	0.967389420544696	275	258
"Y63-2x1_inference.xml"	0.218243263195616	0.49244060475162	0.989972281273887	0.163349562502863	0.927404175584542	463	422
"X426L-2x402_inference.xml"	0.22522566347473	0.488235294117647	0.989972281273887	0.339605282151963	0.967389420544696	170	160
"B538-6x2_inference.xml"	0.22724182533269	0.537671232876712	0.989972281273887	0.118319927603171	0.923585338981007	292	265
"Y73G-1_x1_inference.xml"	0.23501481924757	0.485074626865672	0.989972281273887	0.504512279694342	0.988335357989696	402	371
"Y70-3x1_inference.xml"	0.235483055474303	0.51409978308026	0.989972281273887	0.118747201993437	0.923585338981007	461	428
"Y80-6x1_inference.xml"	0.235596407699293	0.470842332613391	0.989972281273887	0.442154975948748	0.973297116868314	463	407
"X479A-1x402_inference.xml"	0.236039448163531	0.444055944055944	0.989972281273887	0.462318704800939	0.981213502546689	286	258
"X478A-3x402_inference.xml"	0.236247944810663	0.472573839662447	0.989972281273887	0.391631389504992	0.967389420544696	237	216
"X572A-4x400_inference.xml"	0.238896495062645	0.501901140684411	0.989972281273887	0.3853490082154	0.967389420544696	526	470
"Y48A-4x1_inference.xml"	0.239022698353994	0.497663551401869	0.989972281273887	0.437407237597558	0.968782919435044	428	390
"Y87-8x1_inference.xml"	0.239305219873169	0.500978473581213	0.989972281273887	0.190186478358019	0.927404175584542	511	471
"A277-3x102_inference.xml"	0.24104056626788	0.528619528619529	0.989972281273887	0.30952278807471	0.967389420544696	594	549
"X435-1x402_inference.xml"	0.241578036428549	0.544052863436123	0.989972281273887	0.517756254467608	0.988335357989696	454	419
"Y10-7x1_inference.xml"	0.241929405523413	0.513853904282116	0.989972281273887	0.496635023950899	0.98806696329283	397	354
"Z251-1x1_inference.xml"	0.242076288453053	0.555023923444976	0.989972281273887	0.481475516194334	0.982475847743477	418	384
"X421-1x402_inference.xml"	0.243335039863333	0.454022988505747	0.989972281273887	0.500632582741948	0.988335357989696	348	324
"B753-2x2_inference.xml"	0.243741737212727	0.491279069767442	0.989972281273887	0.38083704770177	0.967389420544696	344	295
"Y232-4x1_inference.xml"	0.244018863596817	0.509846827133479	0.989972281273887	0.47872240341735	0.982475847743477	457	407
"A252-3x102_inference.xml"	0.244814136559365	0.559819413092551	0.989972281273887	0.483216234113579	0.982475847743477	443	403
"X450-1x402_inference.xml"	0.245606863861288	0.556053811659193	0.989972281273887	0.511962999543608	0.988335357989696	223	206
"Y75-2x1_inference.xml"	0.245871378553746	0.508438818565401	0.989972281273887	0.168371010544615	0.927404175584542	474	434
"Y50G-6x1_inference.xml"	0.246088140713645	0.540816326530612	0.989972281273887	0.351167140671996	0.967389420544696	392	356
"Y84-1x1_inference.xml"	0.246338596233779	0.492957746478873	0.989972281273887	0.128902309053213	0.923585338981007	426	383
"Y63-5x1_inference.xml"	0.247743534291063	0.510928961748634	0.989972281273887	0.525606156440205	0.988335357989696	366	340
"A280-2x102_inference.xml"	0.24903296538534	0.460966542750929	0.989972281273887	0.273803278187995	0.967389420544696	269	261
"X439-1x402_inference.xml"	0.24972291671366	0.527638190954774	0.989972281273887	0.0742903318356579	0.861077323794592	199	185
"X458-1x402_inference.xml"	0.249793645554381	0.461187214611872	0.989972281273887	0.244864264659596	0.967389420544696	219	204
"Y55-4x1_inference.xml"	0.252601427905564	0.501035196687371	0.989972281273887	0.262856933679572	0.967389420544696	483	438
"Z88-4x1_inference.xml"	0.258772169945061	0.541202672605791	0.989972281273887	0.0147597915271966	0.799418879304032	449	417
"A37-3x102_inference.xml"	0.260015716439781	0.52	0.989972281273887	0.44519453354262	0.973863042124481	450	413
"Y202-1x1_inference.xml"	0.261928307368228	0.504484304932735	0.989972281273887	0.361544364601636	0.967389420544696	446	410
"X3-6_tillerx402_inference.xml"	0.262492728396342	0.462441314553991	0.989972281273887	0.467261254756483	0.981213502546689	426	392
"A222-2x102_inference.xml"	0.263405396753012	0.465116279069767	0.989972281273887	0.413106032998244	0.967389420544696	473	443
"A28-7x102_inference.xml"	0.263431001407139	0.48711943793911	0.989972281273887	0.348328984784492	0.967389420544696	427	403
"X486-1x402_inference.xml"	0.263980348623918	0.53411306042885	0.989972281273887	0.509012161905184	0.988335357989696	513	482
"Y200-3x1_inference.xml"	0.264320843527367	0.467181467181467	0.989972281273887	0.549738116439402	0.988335357989696	518	475
"Y276-3x1_inference.xml"	0.26456008474015	0.504424778761062	0.989972281273887	0.130725182725816	0.923585338981007	452	409
"X485L-3x402_inference.xml"	0.265794935402465	0.480565371024735	0.989972281273887	0.317331650489321	0.967389420544696	283	269
"Y215-9x1_inference.xml"	0.265804963305486	0.505494505494505	0.989972281273887	0.519051268449541	0.988335357989696	455	408
"X415-1x402_inference.xml"	0.266646176537516	0.542986425339366	0.989972281273887	0.269110847090965	0.967389420544696	221	211
"Y75-5x1_inference.xml"	0.26729251594395	0.508571428571429	0.989972281273887	0.554336938072539	0.988335357989696	525	478
"A227-5x3.xml"	0.270721271703627	0.4957805907173	0.992534119584991	0.540345481186099	0.988335357989696	474	438
"Y51-2x1_inference.xml"	0.271252510212612	0.492857142857143	0.992534119584991	0.438720264944156	0.968782919435044	280	270
"A20-4x102_inference.xml"	0.272458599094651	0.54679802955665	0.992534119584991	0.0101079155315501	0.707554087208507	406	381
"Y67G-1x1_inference.xml"	0.27506052614461	0.529411764705882	0.992534119584991	0.134664072711176	0.923585338981007	408	365
"Y42-5x1_inference.xml"	0.276860096049786	0.508905852417303	0.992534119584991	0.130827238350713	0.923585338981007	393	357
"X475A-1x402_inference.xml"	0.277364111104412	0.52132701421801	0.992534119584991	0.0781406521122572	0.861077323794592	211	193
"A226-6x102_inference.xml"	0.278414754430837	0.491566265060241	0.992534119584991	0.21716325081889	0.942303269466229	415	379
"Y14-2x1_inference.xml"	0.281524308131337	0.478481012658228	0.992534119584991	0.402035970437941	0.967389420544696	395	355
"Y26-4x1_inference.xml"	0.282424714023036	0.497098646034816	0.992534119584991	0.572672371688943	0.988335357989696	517	476
"Z257-2x1_inference.xml"	0.282835891489405	0.476007677543186	0.992534119584991	0.5578935493552	0.988335357989696	521	472
